InvoiceNo,StockCode,CustomerID,InvoiceDate,Year,Month,YearMonth,Quantity,UnitPrice,Revenue,IsCancelled,Country
571508,20996,,2011-10-17 15:27:00,2011,10,2011-10,2,0.83,1.66,False,United Kingdom
571508,22339,,2011-10-17 15:27:00,2011,10,2011-10,3,0.63,1.8900000000000001,False,United Kingdom
571508,22492,,2011-10-17 15:27:00,2011,10,2011-10,2,1.63,3.26,False,United Kingdom
571508,22909,,2011-10-17 15:27:00,2011,10,2011-10,1,1.63,1.63,False,United Kingdom
571548,22568,15505.0,2011-10-18 07:56:00,2011,10,2011-10,4,3.75,15.0,False,United Kingdom
571554,21212,,2011-10-18 09:13:00,2011,10,2011-10,7,2.08,14.56,False,United Kingdom
571559,23202,14911.0,2011-10-18 09:32:00,2011,10,2011-10,10,2.08,20.8,False,EIRE
571652,23076,,2011-10-18 12:17:00,2011,10,2011-10,24,1.25,30.0,False,Hong Kong
571653,23432,14298.0,2011-10-18 12:17:00,2011,10,2011-10,48,0.72,34.56,False,United Kingdom
571654,22580,18118.0,2011-10-18 12:17:00,2011,10,2011-10,1,5.95,5.95,False,United Kingdom
571668,23359,16515.0,2011-10-18 13:10:00,2011,10,2011-10,12,1.95,23.4,False,United Kingdom
571669,22112,17758.0,2011-10-18 13:11:00,2011,10,2011-10,2,4.95,9.9,False,United Kingdom
571671,23210,16940.0,2011-10-18 13:15:00,2011,10,2011-10,6,1.25,7.5,False,United Kingdom
571672,22139,13880.0,2011-10-18 13:15:00,2011,10,2011-10,6,4.95,29.700000000000003,False,United Kingdom
571676,22578,16910.0,2011-10-18 13:29:00,2011,10,2011-10,2,0.29,0.58,False,United Kingdom
571676,35648,16910.0,2011-10-18 13:29:00,2011,10,2011-10,2,0.83,1.66,False,United Kingdom
571682,23177,14179.0,2011-10-18 14:00:00,2011,10,2011-10,1,2.25,2.25,False,United Kingdom
571684,22579,16730.0,2011-10-18 14:11:00,2011,10,2011-10,3,0.29,0.8699999999999999,False,United Kingdom
571702,85150,14639.0,2011-10-18 15:06:00,2011,10,2011-10,6,2.55,15.299999999999999,False,United Kingdom
571705,23008,12360.0,2011-10-18 15:22:00,2011,10,2011-10,2,16.95,33.9,False,Austria
571706,20712,15144.0,2011-10-18 15:26:00,2011,10,2011-10,10,2.08,20.8,False,United Kingdom
C571707,23198,14056.0,2011-10-18 15:33:00,2011,10,2011-10,-1,1.45,-1.45,True,United Kingdom
571715,22907,17576.0,2011-10-18 17:04:00,2011,10,2011-10,5,0.85,4.25,False,United Kingdom
571716,21977,,2011-10-18 17:05:00,2011,10,2011-10,1,1.25,1.25,False,United Kingdom
571716,22114,,2011-10-18 17:05:00,2011,10,2011-10,3,8.29,24.869999999999997,False,United Kingdom
571716,22665,,2011-10-18 17:05:00,2011,10,2011-10,2,5.79,11.58,False,United Kingdom
571716,22946,,2011-10-18 17:05:00,2011,10,2011-10,1,16.63,16.63,False,United Kingdom
571716,20963,,2011-10-18 17:05:00,2011,10,2011-10,3,2.46,7.38,False,United Kingdom
571726,22964,16191.0,2011-10-19 09:00:00,2011,10,2011-10,6,2.1,12.600000000000001,False,United Kingdom
571741,84946,15610.0,2011-10-19 10:36:00,2011,10,2011-10,12,1.25,15.0,False,United Kingdom
571747,20972,13849.0,2011-10-19 10:59:00,2011,10,2011-10,12,1.25,15.0,False,United Kingdom
571797,22328,,2011-10-19 11:41:00,2011,10,2011-10,2,4.13,8.26,False,United Kingdom
571824,23493,12472.0,2011-10-19 11:49:00,2011,10,2011-10,10,1.95,19.5,False,Germany
571850,21889,14698.0,2011-10-19 12:54:00,2011,10,2011-10,4,1.25,5.0,False,United Kingdom
571850,22110,14698.0,2011-10-19 12:54:00,2011,10,2011-10,1,2.55,2.55,False,United Kingdom
571850,23247,14698.0,2011-10-19 12:54:00,2011,10,2011-10,4,2.89,11.56,False,United Kingdom
571909,20652,15006.0,2011-10-19 15:08:00,2011,10,2011-10,1,1.25,1.25,False,United Kingdom
571932,21731,,2011-10-19 17:21:00,2011,10,2011-10,1,1.65,1.65,False,United Kingdom
571937,21636,14911.0,2011-10-20 09:28:00,2011,10,2011-10,12,0.75,9.0,False,EIRE
571937,23174,14911.0,2011-10-20 09:28:00,2011,10,2011-10,4,4.15,16.6,False,EIRE
571944,22066,13755.0,2011-10-20 10:15:00,2011,10,2011-10,48,0.39,18.72,False,United Kingdom
572034,23382,14447.0,2011-10-20 12:00:00,2011,10,2011-10,4,3.75,15.0,False,United Kingdom
572037,23661,17365.0,2011-10-20 12:07:00,2011,10,2011-10,6,1.65,9.899999999999999,False,United Kingdom
572058,23052,18252.0,2011-10-20 12:43:00,2011,10,2011-10,1,8.25,8.25,False,United Kingdom
C572059,21242,17346.0,2011-10-20 12:45:00,2011,10,2011-10,-12,1.69,-20.28,True,United Kingdom
572061,21989,12474.0,2011-10-20 12:53:00,2011,10,2011-10,12,0.85,10.2,False,Germany
572063,21850,14606.0,2011-10-20 12:57:00,2011,10,2011-10,1,4.95,4.95,False,United Kingdom
572087,21209,12683.0,2011-10-20 14:30:00,2011,10,2011-10,12,0.39,4.68,False,France
572090,23399,13573.0,2011-10-20 14:33:00,2011,10,2011-10,12,0.85,10.2,False,United Kingdom
572108,23085,15814.0,2011-10-20 18:08:00,2011,10,2011-10,4,10.4,41.6,False,United Kingdom
572185,22382,,2011-10-21 10:52:00,2011,10,2011-10,1,4.96,4.96,False,United Kingdom
572185,21154,,2011-10-21 10:52:00,2011,10,2011-10,8,3.29,26.32,False,United Kingdom
572244,22138,14233.0,2011-10-21 15:54:00,2011,10,2011-10,12,4.95,59.400000000000006,False,United Kingdom
572283,22899,15000.0,2011-10-23 11:42:00,2011,10,2011-10,2,2.1,4.2,False,United Kingdom
572287,37340,15584.0,2011-10-23 12:26:00,2011,10,2011-10,6,0.39,2.34,False,United Kingdom
572306,21672,17841.0,2011-10-23 15:11:00,2011,10,2011-10,2,1.45,2.9,False,United Kingdom
572306,22112,17841.0,2011-10-23 15:11:00,2011,10,2011-10,2,4.95,9.9,False,United Kingdom
572329,22979,14019.0,2011-10-24 10:13:00,2011,10,2011-10,12,1.45,17.4,False,United Kingdom
572335,22865,14493.0,2011-10-24 10:27:00,2011,10,2011-10,12,2.1,25.200000000000003,False,United Kingdom
572457,20712,12594.0,2011-10-24 12:44:00,2011,10,2011-10,10,2.08,20.8,False,Italy
572458,85049A,15142.0,2011-10-24 12:51:00,2011,10,2011-10,12,1.25,15.0,False,United Kingdom
572465,22768,14474.0,2011-10-24 13:26:00,2011,10,2011-10,2,9.95,19.9,False,United Kingdom
572472,22553,14139.0,2011-10-24 13:34:00,2011,10,2011-10,12,1.65,19.799999999999997,False,United Kingdom
572484,22900,17220.0,2011-10-24 13:50:00,2011,10,2011-10,3,3.25,9.75,False,United Kingdom
C572489,22465,17119.0,2011-10-24 13:59:00,2011,10,2011-10,-5,1.65,-8.25,True,United Kingdom
572509,23203,17004.0,2011-10-24 14:25:00,2011,10,2011-10,2,2.08,4.16,False,United Kingdom
572513,17012B,16728.0,2011-10-24 14:36:00,2011,10,2011-10,1,0.85,0.85,False,United Kingdom
572540,23201,,2011-10-24 16:17:00,2011,10,2011-10,4,4.13,16.52,False,United Kingdom
572549,21116,,2011-10-24 17:03:00,2011,10,2011-10,1,8.29,8.29,False,United Kingdom
572549,21329,,2011-10-24 17:03:00,2011,10,2011-10,1,3.29,3.29,False,United Kingdom
572550,21811,,2011-10-24 17:06:00,2011,10,2011-10,7,0.83,5.81,False,United Kingdom
572552,22147,14096.0,2011-10-24 17:07:00,2011,10,2011-10,1,3.29,3.29,False,United Kingdom
572552,22867,14096.0,2011-10-24 17:07:00,2011,10,2011-10,2,4.13,8.26,False,United Kingdom
572552,51014A,14096.0,2011-10-24 17:07:00,2011,10,2011-10,20,0.83,16.599999999999998,False,United Kingdom
572553,16219,,2011-10-24 17:09:00,2011,10,2011-10,1,0.83,0.83,False,United Kingdom
572553,21479,,2011-10-24 17:09:00,2011,10,2011-10,1,8.29,8.29,False,United Kingdom
572553,22123,,2011-10-24 17:09:00,2011,10,2011-10,1,4.13,4.13,False,United Kingdom
572553,23322,,2011-10-24 17:09:00,2011,10,2011-10,4,5.79,23.16,False,United Kingdom
572567,21284,12398.0,2011-10-25 10:27:00,2011,10,2011-10,12,1.69,20.28,False,Switzerland
572662,22941,15443.0,2011-10-25 12:54:00,2011,10,2011-10,3,8.5,25.5,False,United Kingdom
572662,23316,15443.0,2011-10-25 12:54:00,2011,10,2011-10,1,9.95,9.95,False,United Kingdom
572664,22383,16401.0,2011-10-25 12:56:00,2011,10,2011-10,10,1.65,16.5,False,United Kingdom
572669,22416,16549.0,2011-10-25 13:10:00,2011,10,2011-10,1,1.45,1.45,False,United Kingdom
572669,22417,16549.0,2011-10-25 13:10:00,2011,10,2011-10,1,0.55,0.55,False,United Kingdom
572674,23490,14173.0,2011-10-25 13:17:00,2011,10,2011-10,3,3.75,11.25,False,United Kingdom
572675,23319,17917.0,2011-10-25 13:20:00,2011,10,2011-10,2,2.49,4.98,False,United Kingdom
572681,23232,13510.0,2011-10-25 13:51:00,2011,10,2011-10,25,0.42,10.5,False,United Kingdom
572703,22055,16110.0,2011-10-25 14:35:00,2011,10,2011-10,1,1.65,1.65,False,United Kingdom
572718,21494,15656.0,2011-10-25 14:56:00,2011,10,2011-10,12,1.25,15.0,False,United Kingdom
572719,23031,13871.0,2011-10-25 15:03:00,2011,10,2011-10,12,1.65,19.799999999999997,False,United Kingdom
572726,22382,16056.0,2011-10-25 15:19:00,2011,10,2011-10,4,1.65,6.6,False,United Kingdom
572741,22755,14341.0,2011-10-25 15:47:00,2011,10,2011-10,12,0.85,10.2,False,United Kingdom
572758,23241,,2011-10-25 18:39:00,2011,10,2011-10,1,4.13,4.13,False,United Kingdom
572758,23439,,2011-10-25 18:39:00,2011,10,2011-10,1,4.13,4.13,False,United Kingdom
572762,22960,15240.0,2011-10-26 09:50:00,2011,10,2011-10,6,4.25,25.5,False,United Kingdom
572837,23221,14754.0,2011-10-26 12:01:00,2011,10,2011-10,12,0.83,9.959999999999999,False,United Kingdom
572858,22086,13571.0,2011-10-26 12:36:00,2011,10,2011-10,2,2.95,5.9,False,United Kingdom
572881,85036C,12748.0,2011-10-26 13:36:00,2011,10,2011-10,90,0.5,45.0,False,United Kingdom
572901,22963,16332.0,2011-10-26 14:54:00,2011,10,2011-10,2,0.85,1.7,False,United Kingdom
572964,22175,12630.0,2011-10-27 10:41:00,2011,10,2011-10,6,2.95,17.700000000000003,False,Finland
572986,22024,12681.0,2011-10-27 10:51:00,2011,10,2011-10,12,0.42,5.04,False,France
573020,22909,14842.0,2011-10-27 12:37:00,2011,10,2011-10,12,0.85,10.2,False,United Kingdom
573069,22301,18077.0,2011-10-27 13:58:00,2011,10,2011-10,6,2.55,15.299999999999999,False,United Kingdom
573112,23298,16416.0,2011-10-27 15:33:00,2011,10,2011-10,3,4.95,14.850000000000001,False,United Kingdom
573122,22187,14357.0,2011-10-27 16:23:00,2011,10,2011-10,2,1.95,3.9,False,United Kingdom
573137,23198,,2011-10-27 17:15:00,2011,10,2011-10,1,3.29,3.29,False,United Kingdom
573138,23543,15023.0,2011-10-27 17:22:00,2011,10,2011-10,1,8.25,8.25,False,United Kingdom
573142,21990,18035.0,2011-10-27 17:48:00,2011,10,2011-10,36,1.25,45.0,False,United Kingdom
573149,84625A,16438.0,2011-10-27 19:56:00,2011,10,2011-10,2,0.85,1.7,False,United Kingdom
573151,23351,17602.0,2011-10-27 20:09:00,2011,10,2011-10,12,1.25,15.0,False,United Kingdom
573158,22835,14738.0,2011-10-28 08:56:00,2011,10,2011-10,8,4.95,39.6,False,United Kingdom
573183,22998,15028.0,2011-10-28 11:33:00,2011,10,2011-10,10,0.42,4.2,False,United Kingdom
573185,22153,17730.0,2011-10-28 11:34:00,2011,10,2011-10,48,0.42,20.16,False,United Kingdom
573245,23393,17841.0,2011-10-28 12:08:00,2011,10,2011-10,1,3.75,3.75,False,United Kingdom
573286,22602,,2011-10-28 14:38:00,2011,10,2011-10,8,0.85,6.8,False,Switzerland
573288,48194,14194.0,2011-10-28 14:42:00,2011,10,2011-10,10,7.08,70.8,False,United Kingdom
573300,23570,16049.0,2011-10-28 16:10:00,2011,10,2011-10,1,1.25,1.25,False,United Kingdom
573305,22513,17837.0,2011-10-28 16:13:00,2011,10,2011-10,2,3.75,7.5,False,United Kingdom
573332,85062,15059.0,2011-10-30 11:28:00,2011,10,2011-10,12,1.65,19.799999999999997,False,United Kingdom
573335,21080,15059.0,2011-10-30 11:35:00,2011,10,2011-10,2,0.85,1.7,False,United Kingdom
573336,20983,17372.0,2011-10-30 11:37:00,2011,10,2011-10,4,0.85,3.4,False,United Kingdom
573362,21441,12597.0,2011-10-30 13:06:00,2011,10,2011-10,12,0.85,10.2,False,Spain
573362,22726,12597.0,2011-10-30 13:06:00,2011,10,2011-10,4,3.75,15.0,False,Spain
573373,21892,14684.0,2011-10-30 13:37:00,2011,10,2011-10,2,1.25,2.5,False,United Kingdom
573388,23286,14895.0,2011-10-30 14:44:00,2011,10,2011-10,8,0.85,6.8,False,United Kingdom
573399,21108,13949.0,2011-10-30 15:35:00,2011,10,2011-10,18,0.79,14.22,False,United Kingdom
573500,22996,16931.0,2011-10-31 12:01:00,2011,10,2011-10,6,0.42,2.52,False,United Kingdom
573553,85049e,,2011-10-31 13:48:00,2011,10,2011-10,1,3.29,3.29,False,United Kingdom
573564,22939,16127.0,2011-10-31 13:58:00,2011,10,2011-10,4,4.95,19.8,False,United Kingdom
573576,22965,14096.0,2011-10-31 14:09:00,2011,10,2011-10,2,4.13,8.26,False,United Kingdom
573579,22899,15033.0,2011-10-31 14:19:00,2011,10,2011-10,1,2.1,2.1,False,United Kingdom
573585,21328,,2011-10-31 14:41:00,2011,10,2011-10,1,3.29,3.29,False,United Kingdom
573585,22355,,2011-10-31 14:41:00,2011,10,2011-10,16,0.85,13.6,False,United Kingdom
573585,22367,,2011-10-31 14:41:00,2011,10,2011-10,1,4.13,4.13,False,United Kingdom
573585,35924,,2011-10-31 14:41:00,2011,10,2011-10,1,4.13,4.13,False,United Kingdom
573601,23199,,2011-10-31 15:24:00,2011,10,2011-10,4,4.13,16.52,False,United Kingdom
573601,23284,,2011-10-31 15:24:00,2011,10,2011-10,2,15.79,31.58,False,United Kingdom
573876,21704,16360.0,2011-11-01 12:48:00,2011,11,2011-11,2,0.85,1.7,False,United Kingdom
573879,23462,15039.0,2011-11-01 13:21:00,2011,11,2011-11,1,19.95,19.95,False,United Kingdom
573909,22913,17813.0,2011-11-01 15:26:00,2011,11,2011-11,1,4.95,4.95,False,United Kingdom
573911,20979,17315.0,2011-11-01 15:40:00,2011,11,2011-11,6,1.25,7.5,False,United Kingdom
573993,23513,16790.0,2011-11-02 11:23:00,2011,11,2011-11,6,2.08,12.48,False,United Kingdom
574022,23084,12594.0,2011-11-02 12:20:00,2011,11,2011-11,48,1.79,85.92,False,Italy
574039,47599A,17800.0,2011-11-02 12:57:00,2011,11,2011-11,15,2.1,31.5,False,United Kingdom
574070,85099F,16748.0,2011-11-02 14:52:00,2011,11,2011-11,10,2.08,20.8,False,United Kingdom
574074,35095A,,2011-11-02 15:33:00,2011,11,2011-11,2,0.83,1.66,False,United Kingdom
574076,22161,,2011-11-02 15:38:00,2011,11,2011-11,4,0.79,3.16,False,United Kingdom
574076,22356,,2011-11-02 15:38:00,2011,11,2011-11,2,1.63,3.26,False,United Kingdom
574076,22557,,2011-11-02 15:38:00,2011,11,2011-11,1,3.29,3.29,False,United Kingdom
574076,23328,,2011-11-02 15:38:00,2011,11,2011-11,12,7.46,89.52,False,United Kingdom
574096,22098,13599.0,2011-11-03 09:55:00,2011,11,2011-11,36,0.39,14.040000000000001,False,United Kingdom
574170,22142,16221.0,2011-11-03 11:43:00,2011,11,2011-11,3,1.45,4.35,False,United Kingdom
574227,23301,16992.0,2011-11-03 12:18:00,2011,11,2011-11,12,1.65,19.799999999999997,False,United Kingdom
574239,22962,14849.0,2011-11-03 12:43:00,2011,11,2011-11,12,0.85,10.2,False,United Kingdom
574249,21809,16347.0,2011-11-03 13:01:00,2011,11,2011-11,1,0.39,0.39,False,United Kingdom
574313,84029E,13267.0,2011-11-03 17:45:00,2011,11,2011-11,4,4.25,17.0,False,United Kingdom
574316,48129,17351.0,2011-11-03 18:45:00,2011,11,2011-11,4,8.25,33.0,False,United Kingdom
574327,21169,13013.0,2011-11-04 09:03:00,2011,11,2011-11,12,1.69,20.28,False,United Kingdom
574328,22580,13081.0,2011-11-04 09:05:00,2011,11,2011-11,12,5.95,71.4,False,United Kingdom
574336,23389,12397.0,2011-11-04 09:52:00,2011,11,2011-11,4,4.15,16.6,False,Belgium
574470,23508,12748.0,2011-11-04 11:56:00,2011,11,2011-11,6,0.42,2.52,False,United Kingdom
574475,21544,14132.0,2011-11-04 12:18:00,2011,11,2011-11,12,0.85,10.2,False,United Kingdom
574481,23508,18022.0,2011-11-04 12:45:00,2011,11,2011-11,1,0.42,0.42,False,United Kingdom
574501,47503A,12577.0,2011-11-04 13:15:00,2011,11,2011-11,12,0.42,5.04,False,France
574514,22556,15311.0,2011-11-04 13:34:00,2011,11,2011-11,1,1.65,1.65,False,United Kingdom
574532,23042,15676.0,2011-11-04 14:19:00,2011,11,2011-11,2,6.65,13.3,False,United Kingdom
574547,23219,17841.0,2011-11-04 15:08:00,2011,11,2011-11,1,1.25,1.25,False,United Kingdom
574547,22212,17841.0,2011-11-04 15:08:00,2011,11,2011-11,1,2.1,2.1,False,United Kingdom
574591,23531,15745.0,2011-11-06 10:47:00,2011,11,2011-11,3,6.95,20.85,False,United Kingdom
574624,23570,17769.0,2011-11-06 11:20:00,2011,11,2011-11,7,1.25,8.75,False,United Kingdom
574653,22079,12619.0,2011-11-06 11:30:00,2011,11,2011-11,10,1.65,16.5,False,Germany
574663,23397,13527.0,2011-11-06 12:04:00,2011,11,2011-11,1,9.95,9.95,False,United Kingdom
574678,22796,13365.0,2011-11-06 12:36:00,2011,11,2011-11,4,9.95,39.8,False,United Kingdom
574691,22766,14174.0,2011-11-06 13:17:00,2011,11,2011-11,2,2.95,5.9,False,United Kingdom
574709,22158,17768.0,2011-11-06 14:14:00,2011,11,2011-11,8,2.95,23.6,False,United Kingdom
574711,82494L,14517.0,2011-11-06 14:20:00,2011,11,2011-11,6,2.95,17.700000000000003,False,United Kingdom
574721,23512,17920.0,2011-11-06 14:43:00,2011,11,2011-11,1,2.08,2.08,False,United Kingdom
574741,22197,15993.0,2011-11-06 16:13:00,2011,11,2011-11,8,0.85,6.8,False,United Kingdom
574831,22994,15522.0,2011-11-07 11:26:00,2011,11,2011-11,6,0.42,2.52,False,United Kingdom
574841,22580,14156.0,2011-11-07 11:42:00,2011,11,2011-11,3,5.95,17.85,False,EIRE
574856,22776,,2011-11-07 12:06:00,2011,11,2011-11,1,19.96,19.96,False,United Kingdom
574873,22111,16362.0,2011-11-07 13:01:00,2011,11,2011-11,5,4.95,24.75,False,United Kingdom
574936,23366,13066.0,2011-11-07 17:06:00,2011,11,2011-11,3,0.65,1.9500000000000002,False,United Kingdom
574950,22893,,2011-11-08 09:29:00,2011,11,2011-11,8,0.83,6.64,False,United Kingdom
574950,23434,,2011-11-08 09:29:00,2011,11,2011-11,9,0.83,7.47,False,United Kingdom
574962,22161,15194.0,2011-11-08 10:26:00,2011,11,2011-11,24,0.19,4.5600000000000005,False,United Kingdom
574965,22733,17964.0,2011-11-08 10:44:00,2011,11,2011-11,3,1.25,3.75,False,United Kingdom
575007,22423,14140.0,2011-11-08 11:20:00,2011,11,2011-11,1,12.75,12.75,False,United Kingdom
575040,22730,13381.0,2011-11-08 11:58:00,2011,11,2011-11,4,3.75,15.0,False,United Kingdom
575051,21623,15957.0,2011-11-08 12:14:00,2011,11,2011-11,2,9.95,19.9,False,United Kingdom
575059,20713,14071.0,2011-11-08 12:25:00,2011,11,2011-11,1,2.08,2.08,False,United Kingdom
575059,23333,14071.0,2011-11-08 12:25:00,2011,11,2011-11,1,1.25,1.25,False,United Kingdom
575063,35970,16764.0,2011-11-08 12:32:00,2011,11,2011-11,3,1.69,5.07,False,United Kingdom
575066,23487,13668.0,2011-11-08 12:42:00,2011,11,2011-11,1,9.95,9.95,False,United Kingdom
575070,23427,17841.0,2011-11-08 12:58:00,2011,11,2011-11,2,12.5,25.0,False,United Kingdom
575076,21928,16639.0,2011-11-08 13:20:00,2011,11,2011-11,10,2.08,20.8,False,United Kingdom
575087,21790,16549.0,2011-11-08 13:57:00,2011,11,2011-11,1,0.85,0.85,False,United Kingdom
575091,22356,17160.0,2011-11-08 14:05:00,2011,11,2011-11,10,0.85,8.5,False,United Kingdom
575117,21616,12748.0,2011-11-08 14:22:00,2011,11,2011-11,1,1.25,1.25,False,United Kingdom
575137,23008,13090.0,2011-11-08 15:13:00,2011,11,2011-11,6,14.95,89.69999999999999,False,United Kingdom
575138,21329,,2011-11-08 15:24:00,2011,11,2011-11,1,3.29,3.29,False,United Kingdom
575138,22294,,2011-11-08 15:24:00,2011,11,2011-11,1,2.46,2.46,False,United Kingdom
575141,20728,15615.0,2011-11-08 15:35:00,2011,11,2011-11,10,1.65,16.5,False,United Kingdom
575152,22546,16284.0,2011-11-08 16:12:00,2011,11,2011-11,3,0.42,1.26,False,United Kingdom
C575161,22960,15271.0,2011-11-08 16:25:00,2011,11,2011-11,-5,4.25,-21.25,True,United Kingdom
575165,23566,14342.0,2011-11-08 17:05:00,2011,11,2011-11,12,1.25,15.0,False,United Kingdom
575176,22962,,2011-11-08 18:29:00,2011,11,2011-11,1,1.63,1.63,False,United Kingdom
575176,84947,,2011-11-08 18:29:00,2011,11,2011-11,1,2.46,2.46,False,United Kingdom
575177,21750,,2011-11-08 18:41:00,2011,11,2011-11,1,4.13,4.13,False,United Kingdom
575177,22065,,2011-11-08 18:41:00,2011,11,2011-11,10,1.63,16.299999999999997,False,United Kingdom
575219,21509,17511.0,2011-11-09 11:17:00,2011,11,2011-11,72,0.36,25.919999999999998,False,United Kingdom
C575224,23203,17511.0,2011-11-09 11:41:00,2011,11,2011-11,-100,1.79,-179.0,True,United Kingdom
575298,23203,17841.0,2011-11-09 12:29:00,2011,11,2011-11,5,2.08,10.4,False,United Kingdom
575303,23192,12893.0,2011-11-09 12:34:00,2011,11,2011-11,1,1.65,1.65,False,United Kingdom
575324,22866,14240.0,2011-11-09 13:45:00,2011,11,2011-11,12,2.1,25.200000000000003,False,United Kingdom
575324,23398,14240.0,2011-11-09 13:45:00,2011,11,2011-11,12,0.85,10.2,False,United Kingdom
575477,22943,,2011-11-09 16:14:00,2011,11,2011-11,1,10.79,10.79,False,United Kingdom
575477,85129B,,2011-11-09 16:14:00,2011,11,2011-11,1,2.46,2.46,False,United Kingdom
575481,16011,15679.0,2011-11-09 16:28:00,2011,11,2011-11,23,0.21,4.83,False,United Kingdom
575491,22438,15531.0,2011-11-09 17:47:00,2011,11,2011-11,3,1.95,5.85,False,United Kingdom
575512,22139,14121.0,2011-11-10 10:36:00,2011,11,2011-11,6,4.95,29.700000000000003,False,United Kingdom
575516,23531,17340.0,2011-11-10 10:45:00,2011,11,2011-11,3,6.95,20.85,False,United Kingdom
575516,84997D,17340.0,2011-11-10 10:45:00,2011,11,2011-11,4,4.15,16.6,False,United Kingdom
C575572,23485,17528.0,2011-11-10 11:33:00,2011,11,2011-11,-1,20.8,-20.8,True,United Kingdom
575583,22531,14456.0,2011-11-10 11:55:00,2011,11,2011-11,1,0.42,0.42,False,United Kingdom
575591,23396,17791.0,2011-11-10 12:09:00,2011,11,2011-11,1,3.75,3.75,False,United Kingdom
575601,22971,,2011-11-10 12:16:00,2011,11,2011-11,1,2.55,2.55,False,United Kingdom
575607,22714,14096.0,2011-11-10 12:37:00,2011,11,2011-11,2,0.83,1.66,False,United Kingdom
575607,23088,14096.0,2011-11-10 12:37:00,2011,11,2011-11,3,2.46,7.38,False,United Kingdom
575610,22866,16628.0,2011-11-10 12:45:00,2011,11,2011-11,12,2.1,25.200000000000003,False,United Kingdom
575610,23206,16628.0,2011-11-10 12:45:00,2011,11,2011-11,10,1.65,16.5,False,United Kingdom
575624,23295,18217.0,2011-11-10 13:18:00,2011,11,2011-11,40,0.83,33.199999999999996,False,United Kingdom
575628,22119,12844.0,2011-11-10 13:31:00,2011,11,2011-11,1,6.95,6.95,False,United Kingdom
575661,22734,12617.0,2011-11-10 14:39:00,2011,11,2011-11,10,2.89,28.900000000000002,False,France
575690,23661,14189.0,2011-11-10 16:20:00,2011,11,2011-11,12,1.65,19.799999999999997,False,United Kingdom
575698,21210,16094.0,2011-11-10 16:51:00,2011,11,2011-11,12,1.45,17.4,False,United Kingdom
575724,22112,14608.0,2011-11-10 18:37:00,2011,11,2011-11,48,4.25,204.0,False,United Kingdom
575726,22745,16791.0,2011-11-10 19:12:00,2011,11,2011-11,2,2.1,4.2,False,United Kingdom
575731,22467,13230.0,2011-11-10 20:01:00,2011,11,2011-11,1,2.55,2.55,False,United Kingdom
575739,22156,,2011-11-11 09:05:00,2011,11,2011-11,2,1.63,3.26,False,United Kingdom
575739,23566,,2011-11-11 09:05:00,2011,11,2011-11,2,2.46,4.92,False,United Kingdom
575739,84031B,,2011-11-11 09:05:00,2011,11,2011-11,1,4.13,4.13,False,United Kingdom
575740,22579,18130.0,2011-11-11 09:25:00,2011,11,2011-11,24,0.29,6.959999999999999,False,United Kingdom
575742,23292,14309.0,2011-11-11 09:46:00,2011,11,2011-11,8,1.25,10.0,False,United Kingdom
575751,23344,14911.0,2011-11-11 10:32:00,2011,11,2011-11,10,2.08,20.8,False,EIRE
575787,23291,12518.0,2011-11-11 11:18:00,2011,11,2011-11,8,1.25,10.0,False,Germany
575842,22577,15024.0,2011-11-11 12:01:00,2011,11,2011-11,10,0.29,2.9,False,United Kingdom
575851,23350,14662.0,2011-11-11 12:13:00,2011,11,2011-11,1,1.25,1.25,False,United Kingdom
575854,85230B,14125.0,2011-11-11 12:20:00,2011,11,2011-11,24,0.29,6.959999999999999,False,United Kingdom
575855,21671,14527.0,2011-11-11 12:24:00,2011,11,2011-11,2,1.45,2.9,False,United Kingdom
575868,23192,12985.0,2011-11-11 12:44:00,2011,11,2011-11,12,1.65,19.799999999999997,False,United Kingdom
575880,23229,12726.0,2011-11-11 13:35:00,2011,11,2011-11,6,3.75,22.5,False,France
575896,79051A,12480.0,2011-11-11 14:52:00,2011,11,2011-11,48,0.29,13.919999999999998,False,Germany
575914,22867,17071.0,2011-11-11 16:31:00,2011,11,2011-11,12,2.1,25.200000000000003,False,United Kingdom
575922,23225,15681.0,2011-11-11 17:10:00,2011,11,2011-11,24,0.83,19.919999999999998,False,United Kingdom
575930,23002,,2011-11-11 17:58:00,2011,11,2011-11,2,0.83,1.66,False,United Kingdom
575930,23207,,2011-11-11 17:58:00,2011,11,2011-11,2,4.13,8.26,False,United Kingdom
575930,23225,,2011-11-11 17:58:00,2011,11,2011-11,5,1.63,8.149999999999999,False,United Kingdom
575930,23229,,2011-11-11 17:58:00,2011,11,2011-11,1,7.46,7.46,False,United Kingdom
575947,21232,,2011-11-13 11:50:00,2011,11,2011-11,17,2.46,41.82,False,United Kingdom
575947,22812,,2011-11-13 11:50:00,2011,11,2011-11,3,4.13,12.39,False,United Kingdom
575947,22961,,2011-11-13 11:50:00,2011,11,2011-11,3,3.29,9.870000000000001,False,United Kingdom
575965,23371,13426.0,2011-11-13 12:32:00,2011,11,2011-11,16,1.25,20.0,False,United Kingdom
575983,90094,13379.0,2011-11-13 13:45:00,2011,11,2011-11,1,2.55,2.55,False,United Kingdom
575983,21035,13379.0,2011-11-13 13:45:00,2011,11,2011-11,1,3.25,3.25,False,United Kingdom
